2021-06-25  00:00 PDT 2.944359
2021-06-25  01:00 PDT 3.064768
2021-06-25  02:00 PDT 3.100696
2021-06-25  03:00 PDT 3.032377
2021-06-25  04:00 PDT 2.817810
2021-06-25  05:00 PDT 2.438971
2021-06-25  06:00 PDT 1.935486
2021-06-25  07:00 PDT 1.362779
2021-06-25  08:00 PDT 0.767419
2021-06-25  09:00 PDT 0.236646
2021-06-25  10:00 PDT -0.088595
2021-06-25  11:00 PDT -0.112462
2021-06-25  12:00 PDT 0.130362
2021-06-25  13:00 PDT 0.528575
2021-06-25  14:00 PDT 0.998034
2021-06-25  15:00 PDT 1.489469
2021-06-25  16:00 PDT 1.939680
2021-06-25  17:00 PDT 2.286736
2021-06-25  18:00 PDT 2.519335
2021-06-25  19:00 PDT 2.657191
2021-06-25  20:00 PDT 2.701562
2021-06-25  21:00 PDT 2.662435
2021-06-25  22:00 PDT 2.614353
2021-06-25  23:00 PDT 2.651758
2021-06-26  00:00 PDT 2.783653
2021-06-26  01:00 PDT 2.928341
2021-06-26  02:00 PDT 3.012007
2021-06-26  03:00 PDT 3.013721
2021-06-26  04:00 PDT 2.913713
2021-06-26  05:00 PDT 2.670420
2021-06-26  06:00 PDT 2.273968
2021-06-26  07:00 PDT 1.769778
2021-06-26  08:00 PDT 1.212016
2021-06-26  09:00 PDT 0.650181
2021-06-26  10:00 PDT 0.180135
2021-06-26  11:00 PDT -0.062128
2021-06-26  12:00 PDT -0.007623
2021-06-26  13:00 PDT 0.283055
2021-06-26  14:00 PDT 0.696549
2021-06-26  15:00 PDT 1.161859
2021-06-26  16:00 PDT 1.637350
2021-06-26  17:00 PDT 2.061646
2021-06-26  18:00 PDT 2.379138
2021-06-26  19:00 PDT 2.584951
2021-06-26  20:00 PDT 2.696223
2021-06-26  21:00 PDT 2.710988
2021-06-26  22:00 PDT 2.647121
2021-06-26  23:00 PDT 2.587443
2021-06-27  00:00 PDT 2.617226
2021-06-27  01:00 PDT 2.727426
2021-06-27  02:00 PDT 2.834201
2021-06-27  03:00 PDT 2.879319
2021-06-27  04:00 PDT 2.853354
2021-06-27  05:00 PDT 2.735459
2021-06-27  06:00 PDT 2.483940
2021-06-27  07:00 PDT 2.095941
2021-06-27  08:00 PDT 1.620428
2021-06-27  09:00 PDT 1.108585
2021-06-27  10:00 PDT 0.610643
2021-06-27  11:00 PDT 0.224853
2021-06-27  12:00 PDT 0.073540
2021-06-27  13:00 PDT 0.195673
2021-06-27  14:00 PDT 0.511228
2021-06-27  15:00 PDT 0.914823
2021-06-27  16:00 PDT 1.354133
2021-06-27  17:00 PDT 1.795692
2021-06-27  18:00 PDT 2.179483
2021-06-27  19:00 PDT 2.455850
2021-06-27  20:00 PDT 2.625336
2021-06-27  21:00 PDT 2.702296
2021-06-27  22:00 PDT 2.682906
2021-06-27  23:00 PDT 2.592428
2021-06-28  00:00 PDT 2.517351
2021-06-28  01:00 PDT 2.529962
2021-06-28  02:00 PDT 2.606233
2021-06-28  03:00 PDT 2.667802
2021-06-28  04:00 PDT 2.676319
2021-06-28  05:00 PDT 2.632513
2021-06-28  06:00 PDT 2.512047
2021-06-28  07:00 PDT 2.272521
2021-06-28  08:00 PDT 1.917455
2021-06-28  09:00 PDT 1.497429
2021-06-28  10:00 PDT 1.058486
2021-06-28  11:00 PDT 0.648280
2021-06-28  12:00 PDT 0.360968
2021-06-28  13:00 PDT 0.298888
2021-06-28  14:00 PDT 0.472034
2021-06-28  15:00 PDT 0.790066
2021-06-28  16:00 PDT 1.164482
2021-06-28  17:00 PDT 1.563689
2021-06-28  18:00 PDT 1.960085
2021-06-28  19:00 PDT 2.293591
2021-06-28  20:00 PDT 2.520444
2021-06-28  21:00 PDT 2.646208
2021-06-28  22:00 PDT 2.682490
2021-06-28  23:00 PDT 2.624423
2021-06-29  00:00 PDT 2.503473
2021-06-29  01:00 PDT 2.406069
2021-06-29  02:00 PDT 2.390489
2021-06-29  03:00 PDT 2.423178
2021-06-29  04:00 PDT 2.438276
2021-06-29  05:00 PDT 2.418584
2021-06-29  06:00 PDT 2.370997
2021-06-29  07:00 PDT 2.264677
2021-06-29  08:00 PDT 2.056575
2021-06-29  09:00 PDT 1.756446
2021-06-29  10:00 PDT 1.414435
2021-06-29  11:00 PDT 1.068731
2021-06-29  12:00 PDT 0.760777
2021-06-29  13:00 PDT 0.575419
2021-06-29  14:00 PDT 0.592152
2021-06-29  15:00 PDT 0.796711
2021-06-29  16:00 PDT 1.098252
2021-06-29  17:00 PDT 1.431070
2021-06-29  18:00 PDT 1.782506
2021-06-29  19:00 PDT 2.126640
2021-06-29  20:00 PDT 2.402191
2021-06-29  21:00 PDT 2.572099
2021-06-29  22:00 PDT 2.647042
2021-06-29  23:00 PDT 2.635928
