date,year,month,day,max_temp_C,mean_temp_C,site_code
2021-07-07,2021,07,07,20,17.1,SP
2021-07-08,2021,07,08,17.8,15.2,SP
2021-07-09,2021,07,09,20.9,16.7,SP
2021-07-10,2021,07,10,19.6,16.6,SP
2021-07-11,2021,07,11,20.1,16.8,SP
2021-07-12,2021,07,12,25.1,19.2,SP
2021-07-13,2021,07,13,22.4,17.9,SP
2021-07-14,2021,07,14,19.1,16.1,SP
2021-07-15,2021,07,15,18.5,15.7,SP
2021-07-16,2021,07,16,18.2,15.4,SP
2021-07-17,2021,07,17,19.4,15.9,SP
2021-07-18,2021,07,18,18.6,15.5,SP
2021-07-19,2021,07,19,23.3,18.2,SP
2021-07-20,2021,07,20,19.7,17,SP
2021-07-21,2021,07,21,19,16.3,SP
2021-07-22,2021,07,22,18.4,15.8,SP
2021-07-23,2021,07,23,20.1,16.4,SP
2021-07-24,2021,07,24,21.8,17.5,SP
2021-07-25,2021,07,25,25,19.4,SP
2021-07-26,2021,07,26,25.4,19.4,SP
2021-07-27,2021,07,27,24,18,SP
2021-07-28,2021,07,28,26.8,19.2,SP
2021-07-29,2021,07,29,24,18.2,SP
2021-07-30,2021,07,30,23.9,18.3,SP
2021-07-31,2021,07,31,21.2,17.5,SP
2021-08-01,2021,08,01,21.4,17.7,SP
2021-08-02,2021,08,02,23.7,18.5,SP
2021-08-03,2021,08,03,27.4,20.8,SP
2021-08-04,2021,08,04,25.1,19.5,SP
2021-08-05,2021,08,05,23.8,20.1,SP
2021-08-06,2021,08,06,21.9,18.4,SP
2021-08-07,2021,08,07,20.4,16.6,SP
2021-08-08,2021,08,08,20,17,SP
2021-08-09,2021,08,09,17,14.9,SP
2021-08-10,2021,08,10,20.6,16.6,SP
2021-08-11,2021,08,11,20.7,16.9,SP
2021-08-12,2021,08,12,26.5,20.6,SP
2021-08-13,2021,08,13,24.3,19.5,SP
2021-08-14,2021,08,14,24.8,18.9,SP
2021-08-15,2021,08,15,26.6,20,SP
2021-08-16,2021,08,16,20.8,17.7,SP
2021-08-17,2021,08,17,20.4,16.3,SP
2021-08-18,2021,08,18,17.4,13.7,SP
2021-08-19,2021,08,19,17.5,14.7,SP
2021-08-20,2021,08,20,15.8,13.9,SP
2021-08-21,2021,08,21,19,15.3,SP
2021-08-22,2021,08,22,17.4,15.6,SP
2021-08-23,2021,08,23,16.1,14.2,SP
2021-08-24,2021,08,24,19,14.9,SP
2021-08-25,2021,08,25,21.8,16.5,SP
2021-08-26,2021,08,26,18.4,15.2,SP
2021-08-27,2021,08,27,18.5,15.9,SP
2021-08-28,2021,08,28,16.9,14.1,SP
2021-08-29,2021,08,29,19.6,15.7,SP
2021-08-30,2021,08,30,17.1,15,SP
2021-08-31,2021,08,31,17.1,14.7,SP
2021-06-01,2021,06,01,31,22.8,TE
2021-06-02,2021,06,02,28.5,21.8,TE
2021-06-03,2021,06,03,26,20.3,TE
2021-06-04,2021,06,04,19,15.3,TE
2021-06-05,2021,06,05,18,14,TE
2021-06-06,2021,06,06,14.5,11.8,TE
2021-06-07,2021,06,07,16.5,11.8,TE
2021-06-08,2021,06,08,20,13.8,TE
2021-06-09,2021,06,09,17.5,13.8,TE
2021-06-10,2021,06,10,17.5,13,TE
2021-06-11,2021,06,11,17,13.5,TE
2021-06-12,2021,06,12,22,16,TE
2021-06-13,2021,06,13,17,15,TE
2021-06-14,2021,06,14,20.5,16.5,TE
2021-06-15,2021,06,15,19.5,15.5,TE
2021-06-16,2021,06,16,22.5,16.8,TE
2021-06-17,2021,06,17,24,17.5,TE
2021-06-18,2021,06,18,23.5,17.5,TE
2021-06-19,2021,06,19,23.5,17.3,TE
2021-06-20,2021,06,20,28,19.5,TE
2021-06-21,2021,06,21,31,22,TE
2021-06-22,2021,06,22,25.5,20.3,TE
2021-06-23,2021,06,23,NA,NA,TE
2021-06-24,2021,06,24,27.5,19.3,TE
2021-06-25,2021,06,25,33.5,25.3,TE
2021-06-26,2021,06,26,39,30,TE
2021-06-27,2021,06,27,38,32.5,TE
2021-06-28,2021,06,28,39.5,31.8,TE
2021-06-29,2021,06,29,32,24.5,TE
2021-06-30,2021,06,30,25.5,20.3,TE
2021-07-01,2021,07,01,25.5,20.5,TE
2021-07-02,2021,07,02,26,20.5,TE
2021-07-03,2021,07,03,27.5,21.3,TE
2021-07-04,2021,07,04,24.5,19.5,TE
2021-07-05,2021,07,05,NA,NA,TE
2021-07-06,2021,07,06,NA,NA,TE
2021-07-07,2021,07,07,NA,NA,TE
2021-07-08,2021,07,08,NA,NA,TE
2021-07-09,2021,07,09,NA,NA,TE
2021-07-10,2021,07,10,NA,NA,TE
2021-07-11,2021,07,11,NA,NA,TE
2021-07-12,2021,07,12,28,20.5,TE
2021-07-13,2021,07,13,26,19.3,TE
2021-07-14,2021,07,14,25.5,18.5,TE
2021-07-15,2021,07,15,22,16.8,TE
2021-07-16,2021,07,16,22,16.5,TE
2021-07-17,2021,07,17,25.5,20,TE
2021-07-18,2021,07,18,26.5,19.5,TE
2021-07-19,2021,07,19,NA,NA,TE
2021-07-20,2021,07,20,26,19.3,TE
2021-07-21,2021,07,21,25,18.5,TE
2021-07-22,2021,07,22,24.5,18,TE
2021-07-23,2021,07,23,26,19.8,TE
2021-07-24,2021,07,24,28,21.3,TE
2021-07-25,2021,07,25,28,21,TE
2021-07-26,2021,07,26,35.5,24,TE
2021-07-27,2021,07,27,24.5,19.3,TE
2021-07-28,2021,07,28,30,21.3,TE
2021-07-29,2021,07,29,NA,NA,TE
2021-07-30,2021,07,30,34,24.8,TE
2021-07-31,2021,07,31,27,22.5,TE
2021-08-01,2021,08,01,26.5,20.5,TE
2021-08-02,2021,08,02,27,20,TE
2021-08-03,2021,08,03,30,23,TE
2021-08-04,2021,08,04,30,21.8,TE
2021-08-05,2021,08,05,29,22,TE
2021-08-06,2021,08,06,24,19.5,TE
2021-08-07,2021,08,07,23,18,TE
2021-08-08,2021,08,08,24,19,TE
2021-08-09,2021,08,09,26,20,TE
2021-08-10,2021,08,10,NA,NA,TE
2021-08-11,2021,08,11,30.5,23.8,TE
2021-08-12,2021,08,12,36,27.8,TE
2021-08-13,2021,08,13,36,28.8,TE
2021-08-14,2021,08,14,27,21,TE
2021-08-15,2021,08,15,23,18,TE
2021-08-16,2021,08,16,20.5,17.8,TE
2021-08-17,2021,08,17,22.5,17.8,TE
2021-08-18,2021,08,18,24.5,17.8,TE
2021-08-19,2021,08,19,25,19,TE
2021-08-20,2021,08,20,18.5,15.5,TE
2021-08-21,2021,08,21,22.5,17.8,TE
2021-08-22,2021,08,22,20.5,16.8,TE
2021-08-23,2021,08,23,24.5,18.3,TE
2021-08-24,2021,08,24,NA,NA,TE
2021-08-25,2021,08,25,NA,NA,TE
2021-08-26,2021,08,26,18,9.5,TE
2021-08-27,2021,08,27,23,18.5,TE
2021-08-28,2021,08,28,NA,NA,TE
2021-08-29,2021,08,29,26,19,TE
2021-08-30,2021,08,30,19.5,15,TE
2021-08-31,2021,08,31,20,16,TE
2021-06-01,2021,06,01,24.3,19.3,TK
2021-06-02,2021,06,02,25.2,19.6,TK
2021-06-03,2021,06,03,22,17.3,TK
2021-06-04,2021,06,04,18.2,14,TK
2021-06-05,2021,06,05,18,14.2,TK
2021-06-06,2021,06,06,12.8,11,TK
2021-06-07,2021,06,07,14,11,TK
2021-06-08,2021,06,08,17.8,13.2,TK
2021-06-09,2021,06,09,18.8,14.5,TK
2021-06-10,2021,06,10,18.1,14,TK
2021-06-11,2021,06,11,15.4,13.4,TK
2021-06-12,2021,06,12,18.9,14.8,TK
2021-06-13,2021,06,13,15.7,13.8,TK
2021-06-14,2021,06,14,17.5,14.2,TK
2021-06-15,2021,06,15,20.1,15.5,TK
2021-06-16,2021,06,16,20.4,16.2,TK
2021-06-17,2021,06,17,22.1,16.6,TK
2021-06-18,2021,06,18,20.6,16.1,TK
2021-06-19,2021,06,19,20.5,16,TK
2021-06-20,2021,06,20,22.3,18.7,TK
2021-06-21,2021,06,21,24.8,21,TK
2021-06-22,2021,06,22,23.6,19.9,TK
2021-06-23,2021,06,23,19.7,16.4,TK
2021-06-24,2021,06,24,23.4,17.8,TK
2021-06-25,2021,06,25,25.5,20.6,TK
2021-06-26,2021,06,26,29.6,23.2,TK
2021-06-27,2021,06,27,30.8,25.9,TK
2021-06-28,2021,06,28,31.9,26.7,TK
2021-06-29,2021,06,29,28.4,22,TK
2021-06-30,2021,06,30,22.7,18.4,TK
2021-07-01,2021,07,01,23.7,19.2,TK
2021-07-02,2021,07,02,23.5,18.2,TK
2021-07-03,2021,07,03,23.3,19.1,TK
2021-07-04,2021,07,04,22.9,19,TK
2021-07-05,2021,07,05,21.4,18.1,TK
2021-07-06,2021,07,06,22.2,17.6,TK
2021-07-07,2021,07,07,20,16.9,TK
2021-07-08,2021,07,08,20.5,16.5,TK
2021-07-09,2021,07,09,23.2,18,TK
2021-07-10,2021,07,10,23,17.7,TK
2021-07-11,2021,07,11,24.2,18,TK
2021-07-12,2021,07,12,24.1,18.1,TK
2021-07-13,2021,07,13,NA,NA,TK
2021-07-14,2021,07,14,22.5,17.5,TK
2021-07-15,2021,07,15,20.5,16.5,TK
2021-07-16,2021,07,16,20.7,16.2,TK
2021-07-17,2021,07,17,21.3,17.5,TK
2021-07-18,2021,07,18,20.2,16.6,TK
2021-07-19,2021,07,19,24.6,18.9,TK
2021-07-20,2021,07,20,21.7,17.5,TK
2021-07-21,2021,07,21,19.8,15.9,TK
2021-07-22,2021,07,22,22.1,16.9,TK
2021-07-23,2021,07,23,23.2,18.3,TK
2021-07-24,2021,07,24,25.9,19.6,TK
2021-07-25,2021,07,25,22.4,17.8,TK
2021-07-26,2021,07,26,23.5,18.3,TK
2021-07-27,2021,07,27,25,19.2,TK
2021-07-28,2021,07,28,25,19.4,TK
2021-07-29,2021,07,29,26.8,20.2,TK
2021-07-30,2021,07,30,29.6,22,TK
2021-07-31,2021,07,31,24.9,20.6,TK
2021-08-01,2021,08,01,23.2,18.9,TK
2021-08-02,2021,08,02,22.4,18.2,TK
2021-08-03,2021,08,03,26.2,21,TK
2021-08-04,2021,08,04,25.7,20.2,TK
2021-08-05,2021,08,05,25.2,20.6,TK
2021-08-06,2021,08,06,25,19.9,TK
2021-08-07,2021,08,07,20.6,16.9,TK
2021-08-08,2021,08,08,19.5,16.3,TK
2021-08-09,2021,08,09,22.9,18.1,TK
2021-08-10,2021,08,10,24.8,19.1,TK
2021-08-11,2021,08,11,25.1,20.1,TK
2021-08-12,2021,08,12,27.3,23.5,TK
2021-08-13,2021,08,13,26.3,22.4,TK
2021-08-14,2021,08,14,24.8,20.3,TK
2021-08-15,2021,08,15,22.1,17.9,TK
2021-08-16,2021,08,16,19,16.5,TK
2021-08-17,2021,08,17,19.1,15.7,TK
2021-08-18,2021,08,18,22.1,17.2,TK
2021-08-19,2021,08,19,22.7,17.9,TK
2021-08-20,2021,08,20,18.9,16.5,TK
2021-08-21,2021,08,21,20.4,16.8,TK
2021-08-22,2021,08,22,18.2,15.6,TK
2021-08-23,2021,08,23,19.4,15.9,TK
2021-08-24,2021,08,24,21.8,17.1,TK
2021-08-25,2021,08,25,21.4,16.6,TK
2021-08-26,2021,08,26,17.4,15.2,TK
2021-08-27,2021,08,27,19,15.9,TK
2021-08-28,2021,08,28,21.1,16.4,TK
2021-08-29,2021,08,29,21.4,16.9,TK
2021-08-30,2021,08,30,20.5,16.5,TK
2021-08-31,2021,08,31,17.7,15.1,TK
2021-06-01,2021,06,01,22.3,17.2,TP
2021-06-02,2021,06,02,25.3,18.5,TP
2021-06-03,2021,06,03,22,16.6,TP
2021-06-04,2021,06,04,17.1,14,TP
2021-06-05,2021,06,05,14.1,12.3,TP
2021-06-06,2021,06,06,12.3,11,TP
2021-06-07,2021,06,07,13.8,10.3,TP
2021-06-08,2021,06,08,15.2,11.6,TP
2021-06-09,2021,06,09,14.4,12.3,TP
2021-06-10,2021,06,10,15,12.3,TP
2021-06-11,2021,06,11,15.5,13.5,TP
2021-06-12,2021,06,12,19.7,14.7,TP
2021-06-13,2021,06,13,14.8,12.8,TP
2021-06-14,2021,06,14,17.3,13.9,TP
2021-06-15,2021,06,15,17.9,14.4,TP
2021-06-16,2021,06,16,17.1,14.1,TP
2021-06-17,2021,06,17,19.6,15.4,TP
2021-06-18,2021,06,18,18.9,15.7,TP
2021-06-19,2021,06,19,22,17.2,TP
2021-06-20,2021,06,20,21.5,16.4,TP
2021-06-21,2021,06,21,23.5,18.2,TP
2021-06-22,2021,06,22,20.6,16.3,TP
2021-06-23,2021,06,23,21.4,16.7,TP
2021-06-24,2021,06,24,19.3,15.4,TP
2021-06-25,2021,06,25,26,18.9,TP
2021-06-26,2021,06,26,27.3,20,TP
2021-06-27,2021,06,27,35.9,25.2,TP
2021-06-28,2021,06,28,30.7,23,TP
2021-06-29,2021,06,29,28.1,21.1,TP
2021-06-30,2021,06,30,21.6,17.8,TP
2021-07-01,2021,07,01,19.4,16.2,TP
2021-07-02,2021,07,02,18.4,15.6,TP
2021-07-03,2021,07,03,21.2,16.7,TP
2021-07-04,2021,07,04,23.4,18.2,TP
2021-07-05,2021,07,05,20.7,17,TP
2021-07-06,2021,07,06,22.1,17.7,TP
2021-07-07,2021,07,07,20,17.1,TP
2021-07-08,2021,07,08,17.8,15.2,TP
2021-07-09,2021,07,09,20.9,16.7,TP
2021-07-10,2021,07,10,19.6,16.6,TP
2021-07-11,2021,07,11,20.1,16.8,TP
2021-07-12,2021,07,12,25.1,19.2,TP
2021-07-13,2021,07,13,22.4,17.9,TP
2021-07-14,2021,07,14,19.1,16.1,TP
2021-07-15,2021,07,15,18.5,15.7,TP
2021-07-16,2021,07,16,18.2,15.4,TP
2021-07-17,2021,07,17,19.4,15.9,TP
2021-07-18,2021,07,18,18.6,15.5,TP
2021-07-19,2021,07,19,23.3,18.2,TP
2021-07-20,2021,07,20,19.7,17,TP
2021-07-21,2021,07,21,19,16.3,TP
2021-07-22,2021,07,22,18.4,15.8,TP
2021-07-23,2021,07,23,20.1,16.4,TP
2021-07-24,2021,07,24,21.8,17.5,TP
2021-07-25,2021,07,25,25,19.4,TP
2021-07-26,2021,07,26,25.4,19.4,TP
2021-07-27,2021,07,27,24,18,TP
2021-07-28,2021,07,28,26.8,19.2,TP
2021-07-29,2021,07,29,24,18.2,TP
2021-07-30,2021,07,30,23.9,18.3,TP
2021-07-31,2021,07,31,21.2,17.5,TP
2021-08-01,2021,08,01,21.4,17.7,TP
2021-08-02,2021,08,02,23.7,18.5,TP
2021-08-03,2021,08,03,27.4,20.8,TP
2021-08-04,2021,08,04,25.1,19.5,TP
2021-08-05,2021,08,05,23.8,20.1,TP
2021-08-06,2021,08,06,21.9,18.4,TP
2021-08-07,2021,08,07,20.4,16.6,TP
2021-08-08,2021,08,08,20,17,TP
2021-08-09,2021,08,09,17,14.9,TP
2021-08-10,2021,08,10,20.6,16.6,TP
2021-08-11,2021,08,11,20.7,16.9,TP
2021-08-12,2021,08,12,26.5,20.6,TP
2021-08-13,2021,08,13,24.3,19.5,TP
2021-08-14,2021,08,14,24.8,18.9,TP
2021-08-15,2021,08,15,26.6,20,TP
2021-08-16,2021,08,16,20.8,17.7,TP
2021-08-17,2021,08,17,20.4,16.3,TP
2021-08-18,2021,08,18,17.4,13.7,TP
2021-08-19,2021,08,19,17.5,14.7,TP
2021-08-20,2021,08,20,15.8,13.9,TP
2021-08-21,2021,08,21,19,15.3,TP
2021-08-22,2021,08,22,17.4,15.6,TP
2021-08-23,2021,08,23,16.1,14.2,TP
2021-08-24,2021,08,24,19,14.9,TP
2021-08-25,2021,08,25,21.8,16.5,TP
2021-08-26,2021,08,26,18.4,15.2,TP
2021-08-27,2021,08,27,18.5,15.9,TP
2021-08-28,2021,08,28,16.9,14.1,TP
2021-08-29,2021,08,29,19.6,15.7,TP
2021-08-30,2021,08,30,17.1,15,TP
2021-08-31,2021,08,31,17.1,14.7,TP
2021-06-01,2021,06,01,20.7,17.1,WBS
2021-06-02,2021,06,02,18.1,14.3,WBS
2021-06-03,2021,06,03,15.1,12.2,WBS
2021-06-04,2021,06,04,12.5,10.6,WBS
2021-06-05,2021,06,05,12.5,10.4,WBS
2021-06-06,2021,06,06,15.5,11.8,WBS
2021-06-07,2021,06,07,16.6,9.7,WBS
2021-06-08,2021,06,08,17.1,12.9,WBS
2021-06-09,2021,06,09,14.9,10.7,WBS
2021-06-10,2021,06,10,16.4,12.5,WBS
2021-06-11,2021,06,11,17.4,12.4,WBS
2021-06-12,2021,06,12,15.4,12.7,WBS
2021-06-13,2021,06,13,20.4,15.6,WBS
2021-06-14,2021,06,14,18.8,14.5,WBS
2021-06-15,2021,06,15,17.6,14.2,WBS
2021-06-16,2021,06,16,18.2,14.7,WBS
2021-06-17,2021,06,17,16,13.1,WBS
2021-06-18,2021,06,18,15.9,11.7,WBS
2021-06-19,2021,06,19,15.9,12.8,WBS
2021-06-20,2021,06,20,21.5,17.1,WBS
2021-06-21,2021,06,21,24,16.2,WBS
2021-06-22,2021,06,22,20.7,15.1,WBS
2021-06-23,2021,06,23,21.5,16.2,WBS
2021-06-24,2021,06,24,25,18.3,WBS
2021-06-25,2021,06,25,30.7,21,WBS
2021-06-26,2021,06,26,34.9,24.9,WBS
2021-06-27,2021,06,27,34.2,25.6,WBS
2021-06-28,2021,06,28,35.8,26.8,WBS
2021-06-29,2021,06,29,32.7,24.2,WBS
2021-06-30,2021,06,30,24.1,18.6,WBS
2021-07-01,2021,07,01,21,16.8,WBS
2021-07-02,2021,07,02,20.7,13.7,WBS
2021-07-03,2021,07,03,21.1,14.1,WBS
2021-07-04,2021,07,04,20.9,15.9,WBS
2021-07-05,2021,07,05,20.1,15.6,WBS
2021-07-06,2021,07,06,19.3,15.4,WBS
2021-07-07,2021,07,07,17.2,14,WBS
2021-07-08,2021,07,08,19.9,15.6,WBS
2021-07-09,2021,07,09,21.2,14.8,WBS
2021-07-10,2021,07,10,17.8,14,WBS
2021-07-11,2021,07,11,20.8,14.8,WBS
2021-07-12,2021,07,12,20.4,13.8,WBS
2021-07-13,2021,07,13,20.7,14,WBS
2021-07-14,2021,07,14,19.9,16.4,WBS
2021-07-15,2021,07,15,17.4,12.9,WBS
2021-07-16,2021,07,16,16.1,14.2,WBS
2021-07-17,2021,07,17,17.8,14.9,WBS
2021-07-18,2021,07,18,17.2,14.5,WBS
2021-07-19,2021,07,19,20,16.1,WBS
2021-07-20,2021,07,20,17.7,15,WBS
2021-07-21,2021,07,21,14.5,12.5,WBS
2021-07-22,2021,07,22,16.8,14.2,WBS
2021-07-23,2021,07,23,15.6,14,WBS
2021-07-24,2021,07,24,17.3,15.2,WBS
2021-07-25,2021,07,25,19,16.3,WBS
2021-07-26,2021,07,26,18.2,15.7,WBS
2021-07-27,2021,07,27,20.1,14.3,WBS
2021-07-28,2021,07,28,19.3,16.6,WBS
2021-07-29,2021,07,29,24.6,19.3,WBS
2021-07-30,2021,07,30,24.3,18.7,WBS
2021-07-31,2021,07,31,20,16.5,WBS
2021-08-01,2021,08,01,20.2,16.3,WBS
2021-08-02,2021,08,02,18.9,13.6,WBS
2021-08-03,2021,08,03,20.3,16.6,WBS
2021-08-04,2021,08,04,25.2,20.9,WBS
2021-08-05,2021,08,05,18.5,15.9,WBS
2021-08-06,2021,08,06,17.3,15.1,WBS
2021-08-07,2021,08,07,17.5,15.6,WBS
2021-08-08,2021,08,08,18.9,16.1,WBS
2021-08-09,2021,08,09,16.2,13.2,WBS
2021-08-10,2021,08,10,20.3,17.3,WBS
2021-08-11,2021,08,11,23.3,19.2,WBS
2021-08-12,2021,08,12,NA,NA,WBS
2021-08-13,2021,08,13,30.5,21.6,WBS
2021-08-14,2021,08,14,22.9,18.3,WBS
2021-08-15,2021,08,15,18,14.7,WBS
2021-08-16,2021,08,16,18.7,13.3,WBS
2021-08-17,2021,08,17,23.5,14.9,WBS
2021-08-18,2021,08,18,18.7,14.9,WBS
2021-08-19,2021,08,19,19.8,15.7,WBS
2021-08-20,2021,08,20,21.1,14.8,WBS
2021-08-21,2021,08,21,17.9,14.2,WBS
2021-08-22,2021,08,22,17.8,14.7,WBS
2021-08-23,2021,08,23,19.8,12.9,WBS
2021-08-24,2021,08,24,18.4,13.2,WBS
2021-08-25,2021,08,25,16.5,11.7,WBS
2021-08-26,2021,08,26,15.1,14,WBS
2021-08-27,2021,08,27,17.4,15.4,WBS
2021-08-28,2021,08,28,15.6,14,WBS
2021-08-29,2021,08,29,16,12.7,WBS
2021-08-30,2021,08,30,17.2,12.6,WBS
2021-08-31,2021,08,31,18.5,12.8,WBS
